Latitude :   29.17
Longitude:  -18.50
Date: 12/11/2020
Time; 12:57:48
PrDM;        Sal00;        T090C
1614.00;      35.3041;       5.7912
1616.00;      35.3039;       5.7855
1618.00;      35.3035;       5.7834
1620.00;      35.3031;       5.7798
1622.00;      35.3019;       5.7758
1624.00;      35.3020;       5.7727
1626.00;      35.3010;       5.7673
1628.00;      35.2994;       5.7596
1630.00;      35.2979;       5.7484
1632.00;      35.2970;       5.7404
1634.00;      35.2941;       5.7177
1636.00;      35.2939;       5.7159
1638.00;      35.2914;       5.7006
1640.00;      35.2892;       5.6840
1642.00;      35.2890;       5.6820
1644.00;      35.2880;       5.6709
1646.00;      35.2868;       5.6662
1648.00;      35.2850;       5.6554
1650.00;      35.2790;       5.6252
1652.00;      35.2760;       5.6026
1654.00;      35.2723;       5.5826
1656.00;      35.2651;       5.5380
1658.00;      35.2646;       5.5283
1660.00;      35.2590;       5.5011
1662.00;      35.2574;       5.4812
1664.00;      35.2558;       5.4706
1666.00;      35.2537;       5.4557
1668.00;      35.2511;       5.4417
1670.00;      35.2507;       5.4347
1672.00;      35.2482;       5.4222
1674.00;      35.2478;       5.4153
1676.00;      35.2465;       5.4091
1678.00;      35.2427;       5.3936
1680.00;      35.2402;       5.3842
1682.00;      35.2387;       5.3563
1684.00;      35.2376;       5.3493
1686.00;      35.2366;       5.3384
1688.00;      35.2365;       5.3386
1690.00;      35.2357;       5.3347
1692.00;      35.2347;       5.3289
1694.00;      35.2321;       5.3127
1696.00;      35.2308;       5.3038
1698.00;      35.2306;       5.3012
1700.00;      35.2305;       5.3005
1702.00;      35.2306;       5.3002
1704.00;      35.2416;       5.3283
1706.00;      35.2543;       5.3969
1708.00;      35.2542;       5.3969
1710.00;      35.2548;       5.3986
1712.00;      35.2553;       5.4020
1714.00;      35.2561;       5.4052
1716.00;      35.2555;       5.4025
1718.00;      35.2533;       5.3959
1720.00;      35.2526;       5.3799
1722.00;      35.2494;       5.3650
1724.00;      35.2481;       5.3533
1726.00;      35.2420;       5.3157
1728.00;      35.2380;       5.2883
1730.00;      35.2326;       5.2544
1732.00;      35.2305;       5.2421
1734.00;      35.2270;       5.2162
1736.00;      35.2251;       5.2054
1738.00;      35.2244;       5.1961
1740.00;      35.2265;       5.1960
1742.00;      35.2268;       5.1980
1744.00;      35.2268;       5.1970
1746.00;      35.2267;       5.1975
1748.00;      35.2258;       5.1909
1750.00;      35.2258;       5.1867
1752.00;      35.2290;       5.1970
1754.00;      35.2283;       5.1926
1756.00;      35.2276;       5.1871
1758.00;      35.2284;       5.1880
1760.00;      35.2258;       5.1753
1762.00;      35.2256;       5.1671
1764.00;      35.2235;       5.1548
1766.00;      35.2218;       5.1388
1768.00;      35.2203;       5.1303
1770.00;      35.2134;       5.0909
1772.00;      35.2062;       5.0597
1774.00;      35.2025;       5.0288
1776.00;      35.2003;       5.0072
1778.00;      35.1985;       4.9927
1780.00;      35.1898;       4.9484
1782.00;      35.1891;       4.9372
1784.00;      35.1859;       4.9185
1786.00;      35.1826;       4.9041
1788.00;      35.1833;       4.8969
1790.00;      35.1841;       4.9013
1792.00;      35.1856;       4.9059
1794.00;      35.1847;       4.9036
1796.00;      35.1827;       4.8937
1798.00;      35.1787;       4.8708
1800.00;      35.1801;       4.8659
1802.00;      35.1840;       4.8804
1804.00;      35.1829;       4.8729
1806.00;      35.1824;       4.8685
1808.00;      35.1827;       4.8672
1810.00;      35.1823;       4.8650
1812.00;      35.1822;       4.8616
1814.00;      35.1828;       4.8616
1816.00;      35.1821;       4.8548
1818.00;      35.1828;       4.8569
1820.00;      35.1827;       4.8546
1822.00;      35.1846;       4.8588
1824.00;      35.1837;       4.8556
1826.00;      35.1818;       4.8432
1828.00;      35.1828;       4.8498
1830.00;      35.1796;       4.8287
1832.00;      35.1772;       4.8102
1834.00;      35.1729;       4.7860
1836.00;      35.1681;       4.7650
1838.00;      35.1612;       4.7187
1840.00;      35.1655;       4.7385
1842.00;      35.1665;       4.7417
1844.00;      35.1681;       4.7466
1846.00;      35.1684;       4.7490
1848.00;      35.1685;       4.7492
1850.00;      35.1677;       4.7436
1852.00;      35.1678;       4.7443
1854.00;      35.1691;       4.7514
1856.00;      35.1690;       4.7524
1858.00;      35.1669;       4.7426
1860.00;      35.1586;       4.7039
1862.00;      35.1573;       4.6856
1864.00;      35.1571;       4.6840
1866.00;      35.1501;       4.6473
1868.00;      35.1490;       4.6424
1870.00;      35.1483;       4.6368
1872.00;      35.1450;       4.6210
1874.00;      35.1444;       4.6036
1876.00;      35.1519;       4.6394
1878.00;      35.1622;       4.6824
1880.00;      35.1612;       4.6805
1882.00;      35.1607;       4.6752
1884.00;      35.1605;       4.6728
1886.00;      35.1602;       4.6723
1888.00;      35.1592;       4.6685
1890.00;      35.1579;       4.6555
1892.00;      35.1569;       4.6464
1894.00;      35.1556;       4.6391
1896.00;      35.1556;       4.6382
1898.00;      35.1542;       4.6292
1900.00;      35.1546;       4.6292
1902.00;      35.1561;       4.6343
1904.00;      35.1571;       4.6388
1906.00;      35.1572;       4.6379
1908.00;      35.1572;       4.6373
1910.00;      35.1558;       4.6287
1912.00;      35.1549;       4.6243
1914.00;      35.1534;       4.6154
1916.00;      35.1537;       4.6136
1918.00;      35.1525;       4.6079
1920.00;      35.1519;       4.6012
1922.00;      35.1512;       4.5948
1924.00;      35.1518;       4.5946
1926.00;      35.1526;       4.5979
1928.00;      35.1517;       4.5917
1930.00;      35.1501;       4.5814
1932.00;      35.1496;       4.5714
1934.00;      35.1482;       4.5654
1936.00;      35.1472;       4.5512
1938.00;      35.1464;       4.5447
1940.00;      35.1461;       4.5426
1942.00;      35.1453;       4.5367
1944.00;      35.1437;       4.5236
1946.00;      35.1431;       4.5185
1948.00;      35.1427;       4.5142
1950.00;      35.1420;       4.5097
1952.00;      35.1403;       4.4992
1954.00;      35.1387;       4.4858
1956.00;      35.1362;       4.4712
1958.00;      35.1328;       4.4517
1960.00;      35.1325;       4.4529
1962.00;      35.1295;       4.4262
1964.00;      35.1291;       4.4250
1966.00;      35.1276;       4.4185
1968.00;      35.1247;       4.4032
1970.00;      35.1233;       4.3872
1972.00;      35.1219;       4.3773
1974.00;      35.1210;       4.3710
1976.00;      35.1208;       4.3690
1978.00;      35.1206;       4.3674
1980.00;      35.1208;       4.3671
1982.00;      35.1205;       4.3655
1984.00;      35.1201;       4.3624
1986.00;      35.1197;       4.3588
1988.00;      35.1187;       4.3532
1990.00;      35.1184;       4.3494
1992.00;      35.1182;       4.3494
1994.00;      35.1178;       4.3477
1996.00;      35.1172;       4.3432
1998.00;      35.1169;       4.3421
2000.00;      35.1157;       4.3354
2002.00;      35.1144;       4.3277
2004.00;      35.1127;       4.3178
2006.00;      35.1115;       4.3087
2008.00;      35.1092;       4.2939
2010.00;      35.1076;       4.2824
2012.00;      35.1053;       4.2637
2014.00;      35.1059;       4.2640
2016.00;      35.1078;       4.2700
2018.00;      35.1109;       4.2846
2020.00;      35.1078;       4.2740
2022.00;      35.1058;       4.2603
2024.00;      35.1045;       4.2494
2026.00;      35.1027;       4.2416
2028.00;      35.1015;       4.2320
2030.00;      35.0996;       4.2199
2032.00;      35.0979;       4.2106
2034.00;      35.0971;       4.2006
2036.00;      35.0964;       4.1918
2038.00;      35.0960;       4.1896
2040.00;      35.0948;       4.1798
2042.00;      35.0937;       4.1716
2044.00;      35.0932;       4.1663
2046.00;      35.0926;       4.1630
2048.00;      35.0917;       4.1554
2050.00;      35.0913;       4.1527
2052.00;      35.0905;       4.1474
2054.00;      35.0903;       4.1431
2056.00;      35.0891;       4.1364
2058.00;      35.0886;       4.1310
2060.00;      35.0877;       4.1240
2062.00;      35.0871;       4.1204
2064.00;      35.0863;       4.1154
2066.00;      35.0850;       4.1055
2068.00;      35.0841;       4.0972
2070.00;      35.0842;       4.0963
2072.00;      35.0838;       4.0939
2074.00;      35.0839;       4.0932
2076.00;      35.0830;       4.0894
2078.00;      35.0827;       4.0856
2080.00;      35.0822;       4.0827
2082.00;      35.0812;       4.0752
2084.00;      35.0805;       4.0684
2086.00;      35.0805;       4.0642
2088.00;      35.0806;       4.0641
2090.00;      35.0806;       4.0635
2092.00;      35.0808;       4.0619
2094.00;      35.0814;       4.0620
2096.00;      35.0814;       4.0625
2098.00;      35.0799;       4.0480
2100.00;      35.0779;       4.0377
2102.00;      35.0765;       4.0256
2104.00;      35.0761;       4.0236
2106.00;      35.0742;       4.0115
2108.00;      35.0739;       4.0078
2110.00;      35.0733;       4.0038
2112.00;      35.0720;       3.9959
2114.00;      35.0716;       3.9925
2116.00;      35.0715;       3.9908
2118.00;      35.0706;       3.9859
2120.00;      35.0701;       3.9815
2122.00;      35.0695;       3.9788
2124.00;      35.0689;       3.9714
2126.00;      35.0684;       3.9692
2128.00;      35.0680;       3.9659
2130.00;      35.0675;       3.9618
2132.00;      35.0667;       3.9561
2134.00;      35.0665;       3.9539
2136.00;      35.0664;       3.9529
2138.00;      35.0657;       3.9494
2140.00;      35.0653;       3.9468
2142.00;      35.0639;       3.9376
2144.00;      35.0637;       3.9328
2146.00;      35.0628;       3.9266
2148.00;      35.0623;       3.9203
2150.00;      35.0620;       3.9158
2152.00;      35.0602;       3.9052
2154.00;      35.0591;       3.8984
2156.00;      35.0586;       3.8920
2158.00;      35.0582;       3.8881
2160.00;      35.0580;       3.8863
2162.00;      35.0578;       3.8848
2164.00;      35.0578;       3.8846
2166.00;      35.0570;       3.8828
2168.00;      35.0557;       3.8691
2170.00;      35.0555;       3.8682
2172.00;      35.0554;       3.8633
2174.00;      35.0552;       3.8603
2176.00;      35.0546;       3.8574
2178.00;      35.0540;       3.8524
2180.00;      35.0539;       3.8486
2182.00;      35.0536;       3.8480
2184.00;      35.0522;       3.8411
2186.00;      35.0500;       3.8264
2188.00;      35.0498;       3.8245
2190.00;      35.0498;       3.8231
2192.00;      35.0497;       3.8213
2194.00;      35.0480;       3.8068
2196.00;      35.0475;       3.8039
2198.00;      35.0464;       3.7940
2200.00;      35.0454;       3.7849
2202.00;      35.0443;       3.7792
2204.00;      35.0441;       3.7766
2206.00;      35.0434;       3.7731
2208.00;      35.0423;       3.7647
2210.00;      35.0418;       3.7614
2212.00;      35.0420;       3.7604
2214.00;      35.0408;       3.7543
2216.00;      35.0404;       3.7478
2218.00;      35.0401;       3.7448
2220.00;      35.0399;       3.7432
2222.00;      35.0395;       3.7406
2224.00;      35.0391;       3.7378
2226.00;      35.0385;       3.7344
2228.00;      35.0374;       3.7254
2230.00;      35.0371;       3.7220
2232.00;      35.0368;       3.7192
2234.00;      35.0366;       3.7181
2236.00;      35.0368;       3.7175
2238.00;      35.0366;       3.7176
2240.00;      35.0366;       3.7165
2242.00;      35.0365;       3.7159
2244.00;      35.0365;       3.7132
2246.00;      35.0368;       3.7131
2248.00;      35.0366;       3.7104
2250.00;      35.0365;       3.7091
2252.00;      35.0361;       3.7057
2254.00;      35.0356;       3.7023
2256.00;      35.0353;       3.6998
2258.00;      35.0351;       3.6982
2260.00;      35.0342;       3.6928
2262.00;      35.0335;       3.6879
2264.00;      35.0322;       3.6791
2266.00;      35.0318;       3.6747
2268.00;      35.0314;       3.6726
2270.00;      35.0309;       3.6681
2272.00;      35.0306;       3.6659
2274.00;      35.0305;       3.6642
2276.00;      35.0291;       3.6533
2278.00;      35.0286;       3.6473
2280.00;      35.0282;       3.6434
2282.00;      35.0281;       3.6429
2284.00;      35.0280;       3.6413
2286.00;      35.0280;       3.6395
2288.00;      35.0278;       3.6388
2290.00;      35.0275;       3.6369
2292.00;      35.0273;       3.6340
2294.00;      35.0270;       3.6310
2296.00;      35.0256;       3.6219
2298.00;      35.0257;       3.6188
2300.00;      35.0254;       3.6182
2302.00;      35.0244;       3.6090
2304.00;      35.0243;       3.6073
2306.00;      35.0234;       3.6036
2308.00;      35.0231;       3.5963
2310.00;      35.0226;       3.5919
2312.00;      35.0222;       3.5875
2314.00;      35.0218;       3.5848
2316.00;      35.0215;       3.5819
2318.00;      35.0213;       3.5792
2320.00;      35.0212;       3.5780
2322.00;      35.0207;       3.5743
2324.00;      35.0201;       3.5671
2326.00;      35.0195;       3.5619
2328.00;      35.0192;       3.5593
2330.00;      35.0193;       3.5579
2332.00;      35.0189;       3.5548
2334.00;      35.0185;       3.5514
2336.00;      35.0181;       3.5471
2338.00;      35.0180;       3.5460
2340.00;      35.0177;       3.5444
2342.00;      35.0165;       3.5330
2344.00;      35.0163;       3.5298
2346.00;      35.0162;       3.5293
2348.00;      35.0159;       3.5261
2350.00;      35.0156;       3.5224
2352.00;      35.0154;       3.5211
2354.00;      35.0153;       3.5191
2356.00;      35.0146;       3.5151
2358.00;      35.0132;       3.5050
2360.00;      35.0128;       3.5012
2362.00;      35.0120;       3.4928
2364.00;      35.0119;       3.4914
2366.00;      35.0114;       3.4852
2368.00;      35.0118;       3.4856
2370.00;      35.0115;       3.4828
2372.00;      35.0110;       3.4780
2374.00;      35.0103;       3.4716
2376.00;      35.0097;       3.4653
2378.00;      35.0094;       3.4626
2380.00;      35.0092;       3.4585
2382.00;      35.0092;       3.4578
2384.00;      35.0093;       3.4579
2386.00;      35.0092;       3.4584
2388.00;      35.0092;       3.4581
2390.00;      35.0090;       3.4565
2392.00;      35.0091;       3.4563
2394.00;      35.0090;       3.4559
2396.00;      35.0090;       3.4553
2398.00;      35.0088;       3.4536
2400.00;      35.0087;       3.4529
2402.00;      35.0079;       3.4462
2404.00;      35.0073;       3.4417
2406.00;      35.0064;       3.4327
2408.00;      35.0064;       3.4313
2410.00;      35.0059;       3.4263
2412.00;      35.0058;       3.4236
2414.00;      35.0054;       3.4216
2416.00;      35.0051;       3.4189
2418.00;      35.0047;       3.4166
2420.00;      35.0048;       3.4153
2422.00;      35.0046;       3.4150
2424.00;      35.0040;       3.4114
2426.00;      35.0033;       3.4059
2428.00;      35.0031;       3.4025
2430.00;      35.0029;       3.3998
2432.00;      35.0026;       3.3956
2434.00;      35.0023;       3.3939
2436.00;      35.0014;       3.3876
2438.00;      35.0018;       3.3857
2440.00;      35.0017;       3.3851
2442.00;      35.0016;       3.3839
2444.00;      35.0013;       3.3815
2446.00;      35.0012;       3.3799
2448.00;      35.0010;       3.3769
2450.00;      35.0009;       3.3763
2452.00;      35.0006;       3.3744
2454.00;      35.0001;       3.3702
2456.00;      34.9999;       3.3675
2458.00;      34.9994;       3.3632
2460.00;      34.9994;       3.3631
2462.00;      34.9993;       3.3621
2464.00;      34.9991;       3.3605
2466.00;      34.9988;       3.3597
2468.00;      34.9987;       3.3575
2470.00;      34.9983;       3.3547
2472.00;      34.9981;       3.3523
2474.00;      34.9978;       3.3487
2476.00;      34.9976;       3.3466
2478.00;      34.9972;       3.3437
2480.00;      34.9971;       3.3416
2482.00;      34.9967;       3.3388
2484.00;      34.9968;       3.3379
2486.00;      34.9963;       3.3346
2488.00;      34.9962;       3.3328
2490.00;      34.9961;       3.3318
2492.00;      34.9957;       3.3287
2494.00;      34.9948;       3.3207
2496.00;      34.9941;       3.3169
2498.00;      34.9939;       3.3128
2500.00;      34.9933;       3.3077
2502.00;      34.9933;       3.3059
2504.00;      34.9929;       3.3031
2506.00;      34.9924;       3.3012
2508.00;      34.9921;       3.2956
2510.00;      34.9921;       3.2929
2512.00;      34.9920;       3.2917
2514.00;      34.9916;       3.2879
2516.00;      34.9915;       3.2870
2518.00;      34.9919;       3.2867
2520.00;      34.9908;       3.2812
2522.00;      34.9904;       3.2755
2524.00;      34.9905;       3.2755
2526.00;      34.9905;       3.2755
2528.00;      34.9907;       3.2748
2530.00;      34.9904;       3.2728
2532.00;      34.9902;       3.2697
2534.00;      34.9900;       3.2684
2536.00;      34.9898;       3.2673
2538.00;      34.9888;       3.2633
2540.00;      34.9884;       3.2575
2542.00;      34.9887;       3.2589
2544.00;      34.9889;       3.2595
2546.00;      34.9887;       3.2580
2548.00;      34.9886;       3.2567
2550.00;      34.9886;       3.2564
2552.00;      34.9886;       3.2568
2554.00;      34.9885;       3.2554
2556.00;      34.9881;       3.2527
2558.00;      34.9878;       3.2496
2560.00;      34.9875;       3.2475
2562.00;      34.9873;       3.2444
2564.00;      34.9871;       3.2438
2566.00;      34.9865;       3.2399
2568.00;      34.9861;       3.2353
2570.00;      34.9856;       3.2314
2572.00;      34.9850;       3.2272
2574.00;      34.9849;       3.2240
2576.00;      34.9846;       3.2214
2578.00;      34.9844;       3.2196
2580.00;      34.9842;       3.2166
2582.00;      34.9841;       3.2162
2584.00;      34.9839;       3.2153
2586.00;      34.9837;       3.2134
2588.00;      34.9834;       3.2110
2590.00;      34.9831;       3.2097
2592.00;      34.9833;       3.2092
2594.00;      34.9833;       3.2105
2596.00;      34.9828;       3.2066
2598.00;      34.9820;       3.1994
2600.00;      34.9803;       3.1912
2602.00;      34.9805;       3.1919
2604.00;      34.9806;       3.1924
2606.00;      34.9811;       3.1929
2608.00;      34.9816;       3.1928
2610.00;      34.9812;       3.1902
2612.00;      34.9810;       3.1885
2614.00;      34.9811;       3.1868
2616.00;      34.9812;       3.1870
2618.00;      34.9812;       3.1868
2620.00;      34.9811;       3.1851
2622.00;      34.9806;       3.1803
2624.00;      34.9806;       3.1797
2626.00;      34.9807;       3.1801
2628.00;      34.9806;       3.1798
2630.00;      34.9804;       3.1786
2632.00;      34.9793;       3.1725
2634.00;      34.9790;       3.1694
2636.00;      34.9777;       3.1642
2638.00;      34.9767;       3.1566
2640.00;      34.9758;       3.1500
2642.00;      34.9759;       3.1496
2644.00;      34.9760;       3.1504
2646.00;      34.9755;       3.1480
2648.00;      34.9741;       3.1423
2650.00;      34.9734;       3.1361
2652.00;      34.9733;       3.1335
2654.00;      34.9732;       3.1333
2656.00;      34.9728;       3.1300
2658.00;      34.9725;       3.1279
2660.00;      34.9717;       3.1203
2662.00;      34.9719;       3.1208
2664.00;      34.9711;       3.1177
2666.00;      34.9710;       3.1150
2668.00;      34.9708;       3.1140
2670.00;      34.9705;       3.1118
2672.00;      34.9701;       3.1074
2674.00;      34.9700;       3.1048
2676.00;      34.9699;       3.1032
2678.00;      34.9702;       3.1033
2680.00;      34.9696;       3.0972
2682.00;      34.9695;       3.0957
2684.00;      34.9692;       3.0926
2686.00;      34.9689;       3.0916
2688.00;      34.9684;       3.0869
2690.00;      34.9680;       3.0828
2692.00;      34.9674;       3.0794
2694.00;      34.9670;       3.0747
2696.00;      34.9671;       3.0741
2698.00;      34.9666;       3.0716
2700.00;      34.9660;       3.0666
2702.00;      34.9660;       3.0649
2704.00;      34.9662;       3.0646
2706.00;      34.9663;       3.0641
2708.00;      34.9664;       3.0637
2710.00;      34.9668;       3.0638
2712.00;      34.9670;       3.0652
2714.00;      34.9673;       3.0658
2716.00;      34.9674;       3.0660
2718.00;      34.9675;       3.0652
2720.00;      34.9672;       3.0642
2722.00;      34.9668;       3.0608
2724.00;      34.9667;       3.0577
2726.00;      34.9664;       3.0533
2728.00;      34.9664;       3.0525
2730.00;      34.9666;       3.0522
2732.00;      34.9664;       3.0515
2734.00;      34.9663;       3.0499
2736.00;      34.9661;       3.0486
2738.00;      34.9660;       3.0473
2740.00;      34.9660;       3.0465
2742.00;      34.9657;       3.0440
2744.00;      34.9651;       3.0398
2746.00;      34.9648;       3.0378
2748.00;      34.9650;       3.0372
2750.00;      34.9648;       3.0367
2752.00;      34.9647;       3.0364
2754.00;      34.9644;       3.0355
2756.00;      34.9642;       3.0335
2758.00;      34.9639;       3.0314
2760.00;      34.9622;       3.0228
2762.00;      34.9615;       3.0173
2764.00;      34.9614;       3.0159
2766.00;      34.9614;       3.0154
2768.00;      34.9615;       3.0152
2770.00;      34.9607;       3.0115
2772.00;      34.9599;       3.0068
2774.00;      34.9611;       3.0084
2776.00;      34.9616;       3.0105
2778.00;      34.9617;       3.0101
2780.00;      34.9613;       3.0072
2782.00;      34.9615;       3.0053
2784.00;      34.9614;       3.0052
2786.00;      34.9600;       2.9984
2788.00;      34.9596;       2.9949
2790.00;      34.9592;       2.9926
2792.00;      34.9592;       2.9932
2794.00;      34.9585;       2.9890
2796.00;      34.9581;       2.9875
2798.00;      34.9562;       2.9792
2800.00;      34.9560;       2.9753
2802.00;      34.9559;       2.9726
2804.00;      34.9558;       2.9717
2806.00;      34.9561;       2.9712
2808.00;      34.9569;       2.9734
2810.00;      34.9569;       2.9734
2812.00;      34.9570;       2.9730
2814.00;      34.9573;       2.9742
2816.00;      34.9572;       2.9733
2818.00;      34.9572;       2.9717
2820.00;      34.9573;       2.9708
2822.00;      34.9546;       2.9597
2824.00;      34.9531;       2.9470
2826.00;      34.9532;       2.9451
2828.00;      34.9531;       2.9432
2830.00;      34.9532;       2.9423
2832.00;      34.9533;       2.9418
2834.00;      34.9530;       2.9383
2836.00;      34.9528;       2.9379
2838.00;      34.9526;       2.9324
2840.00;      34.9526;       2.9315
2842.00;      34.9524;       2.9313
2844.00;      34.9522;       2.9294
2846.00;      34.9522;       2.9285
2848.00;      34.9524;       2.9283
2850.00;      34.9524;       2.9265
2852.00;      34.9515;       2.9210
2854.00;      34.9512;       2.9161
2856.00;      34.9510;       2.9133
2858.00;      34.9509;       2.9112
2860.00;      34.9507;       2.9105
2862.00;      34.9506;       2.9089
2864.00;      34.9504;       2.9076
2866.00;      34.9504;       2.9073
2868.00;      34.9504;       2.9065
2870.00;      34.9504;       2.9063
2872.00;      34.9501;       2.9056
2874.00;      34.9502;       2.9046
2876.00;      34.9501;       2.9039
2878.00;      34.9499;       2.9011
2880.00;      34.9499;       2.9003
2882.00;      34.9498;       2.8997
2884.00;      34.9498;       2.8993
2886.00;      34.9497;       2.8985
2888.00;      34.9497;       2.8973
2890.00;      34.9496;       2.8959
2892.00;      34.9496;       2.8946
2894.00;      34.9492;       2.8891
2896.00;      34.9489;       2.8858
2898.00;      34.9487;       2.8833
2900.00;      34.9488;       2.8829
2902.00;      34.9491;       2.8828
2904.00;      34.9488;       2.8817
2906.00;      34.9487;       2.8786
2908.00;      34.9486;       2.8779
2910.00;      34.9484;       2.8769
2912.00;      34.9484;       2.8758
2914.00;      34.9480;       2.8738
2916.00;      34.9480;       2.8725
2918.00;      34.9481;       2.8720
2920.00;      34.9479;       2.8712
2922.00;      34.9475;       2.8687
2924.00;      34.9469;       2.8640
2926.00;      34.9459;       2.8511
2928.00;      34.9458;       2.8506
2930.00;      34.9457;       2.8494
2932.00;      34.9455;       2.8477
2934.00;      34.9452;       2.8443
2936.00;      34.9450;       2.8430
2938.00;      34.9444;       2.8376
2940.00;      34.9442;       2.8349
2942.00;      34.9441;       2.8344
2944.00;      34.9441;       2.8338
2946.00;      34.9440;       2.8333
2948.00;      34.9436;       2.8301
2950.00;      34.9435;       2.8289
2952.00;      34.9435;       2.8282
2954.00;      34.9432;       2.8277
2956.00;      34.9430;       2.8249
2958.00;      34.9425;       2.8208
2960.00;      34.9424;       2.8194
2962.00;      34.9420;       2.8171
2964.00;      34.9415;       2.8139
2966.00;      34.9404;       2.8089
2968.00;      34.9398;       2.8041
2970.00;      34.9396;       2.7999
2972.00;      34.9392;       2.7972
2974.00;      34.9389;       2.7948
2976.00;      34.9389;       2.7929
2978.00;      34.9382;       2.7889
2980.00;      34.9381;       2.7888
2982.00;      34.9383;       2.7883
2984.00;      34.9380;       2.7856
2986.00;      34.9380;       2.7852
2988.00;      34.9380;       2.7854
2990.00;      34.9379;       2.7850
2992.00;      34.9380;       2.7849
2994.00;      34.9377;       2.7839
2996.00;      34.9374;       2.7814
2998.00;      34.9374;       2.7811
3000.00;      34.9369;       2.7775
3002.00;      34.9370;       2.7771
3004.00;      34.9366;       2.7747
3006.00;      34.9365;       2.7734
3008.00;      34.9363;       2.7719
3010.00;      34.9361;       2.7696
3012.00;      34.9363;       2.7693
3014.00;      34.9364;       2.7692
3016.00;      34.9363;       2.7693
3018.00;      34.9365;       2.7698
3020.00;      34.9364;       2.7699
3022.00;      34.9364;       2.7687
3024.00;      34.9362;       2.7679
3026.00;      34.9364;       2.7677
3028.00;      34.9362;       2.7672
3030.00;      34.9361;       2.7652
3032.00;      34.9358;       2.7632
3034.00;      34.9356;       2.7617
3036.00;      34.9354;       2.7599
3038.00;      34.9354;       2.7593
3040.00;      34.9348;       2.7556
3042.00;      34.9346;       2.7522
3044.00;      34.9345;       2.7510
3046.00;      34.9342;       2.7497
3048.00;      34.9339;       2.7465
3050.00;      34.9337;       2.7441
3052.00;      34.9337;       2.7439
3054.00;      34.9335;       2.7438
3056.00;      34.9335;       2.7416
3058.00;      34.9334;       2.7399
3060.00;      34.9327;       2.7356
3062.00;      34.9325;       2.7327
3064.00;      34.9324;       2.7306
3066.00;      34.9323;       2.7281
3068.00;      34.9322;       2.7272
3070.00;      34.9319;       2.7259
3072.00;      34.9316;       2.7236
3074.00;      34.9315;       2.7225
3076.00;      34.9310;       2.7187
3078.00;      34.9310;       2.7168
3080.00;      34.9311;       2.7166
3082.00;      34.9310;       2.7162
3084.00;      34.9307;       2.7133
3086.00;      34.9304;       2.7116
3088.00;      34.9305;       2.7102
3090.00;      34.9303;       2.7084
3092.00;      34.9300;       2.7052
3094.00;      34.9299;       2.7041
3096.00;      34.9297;       2.7031
3098.00;      34.9296;       2.7010
3100.00;      34.9292;       2.6991
3102.00;      34.9292;       2.6975
3104.00;      34.9291;       2.6965
3106.00;      34.9288;       2.6952
3108.00;      34.9286;       2.6933
3110.00;      34.9284;       2.6921
3112.00;      34.9283;       2.6914
3114.00;      34.9283;       2.6898
3116.00;      34.9276;       2.6851
3118.00;      34.9277;       2.6844
3120.00;      34.9275;       2.6832
3122.00;      34.9275;       2.6830
3124.00;      34.9279;       2.6834
3126.00;      34.9283;       2.6841
3128.00;      34.9285;       2.6828
3130.00;      34.9283;       2.6828
3132.00;      34.9284;       2.6819
3134.00;      34.9283;       2.6814
3136.00;      34.9282;       2.6804
3138.00;      34.9278;       2.6790
3140.00;      34.9276;       2.6774
3142.00;      34.9276;       2.6768
3144.00;      34.9275;       2.6755
3146.00;      34.9269;       2.6710
3148.00;      34.9270;       2.6711
3150.00;      34.9268;       2.6701
3152.00;      34.9264;       2.6679
3154.00;      34.9261;       2.6653
3156.00;      34.9261;       2.6640
3158.00;      34.9259;       2.6626
3160.00;      34.9259;       2.6619
3162.00;      34.9258;       2.6616
3164.00;      34.9259;       2.6618
3166.00;      34.9259;       2.6617
3168.00;      34.9259;       2.6615
3170.00;      34.9259;       2.6614
3172.00;      34.9259;       2.6611
3174.00;      34.9258;       2.6604
3176.00;      34.9253;       2.6577
3178.00;      34.9251;       2.6576
3180.00;      34.9250;       2.6558
3182.00;      34.9252;       2.6557
3184.00;      34.9250;       2.6543
3186.00;      34.9248;       2.6529
3188.00;      34.9247;       2.6523
3190.00;      34.9248;       2.6522
3192.00;      34.9244;       2.6517
3194.00;      34.9244;       2.6499
3196.00;      34.9243;       2.6490
3198.00;      34.9243;       2.6476
3200.00;      34.9241;       2.6472
3202.00;      34.9240;       2.6466
3204.00;      34.9239;       2.6456
3206.00;      34.9238;       2.6451
3208.00;      34.9239;       2.6447
3210.00;      34.9236;       2.6446
3212.00;      34.9237;       2.6444
3214.00;      34.9236;       2.6434
3216.00;      34.9234;       2.6421
3218.00;      34.9233;       2.6405
3220.00;      34.9232;       2.6398
3222.00;      34.9230;       2.6381
3224.00;      34.9228;       2.6365
3226.00;      34.9227;       2.6361
3228.00;      34.9228;       2.6356
3230.00;      34.9226;       2.6347
3232.00;      34.9224;       2.6327
3234.00;      34.9219;       2.6297
3236.00;      34.9219;       2.6286
3238.00;      34.9220;       2.6285
3240.00;      34.9219;       2.6275
3242.00;      34.9217;       2.6266
3244.00;      34.9214;       2.6252
3246.00;      34.9211;       2.6228
3248.00;      34.9211;       2.6227
3250.00;      34.9210;       2.6226
3252.00;      34.9211;       2.6222
