Latitude :   29.17
Longitude:  -19.00
Date: 12/10/2020
Time; 17:41:05
PrDM;        Sal00;        T090C
4324.00;      34.8860;       2.3703
4326.00;      34.8860;       2.3698
4328.00;      34.8861;       2.3703
4330.00;      34.8860;       2.3703
4332.00;      34.8862;       2.3708
4334.00;      34.8860;       2.3713
4336.00;      34.8860;       2.3712
4338.00;      34.8862;       2.3715
4340.00;      34.8860;       2.3718
4342.00;      34.8860;       2.3710
4344.00;      34.8860;       2.3709
4346.00;      34.8860;       2.3712
4348.00;      34.8858;       2.3714
4350.00;      34.8859;       2.3721
4352.00;      34.8859;       2.3720
4354.00;      34.8859;       2.3719
4356.00;      34.8859;       2.3722
4358.00;      34.8859;       2.3724
4360.00;      34.8859;       2.3725
4362.00;      34.8860;       2.3731
4364.00;      34.8860;       2.3731
4366.00;      34.8858;       2.3731
4368.00;      34.8858;       2.3737
4370.00;      34.8859;       2.3740
4372.00;      34.8858;       2.3739
4374.00;      34.8857;       2.3740
4376.00;      34.8858;       2.3746
4378.00;      34.8858;       2.3747
4380.00;      34.8857;       2.3746
4382.00;      34.8859;       2.3751
4384.00;      34.8859;       2.3756
4386.00;      34.8859;       2.3756
4388.00;      34.8858;       2.3755
4390.00;      34.8860;       2.3759
4392.00;      34.8857;       2.3759
4394.00;      34.8859;       2.3762
4396.00;      34.8859;       2.3768
4398.00;      34.8858;       2.3768
4400.00;      34.8858;       2.3768
4402.00;      34.8858;       2.3770
4404.00;      34.8858;       2.3775
4406.00;      34.8857;       2.3779
4408.00;      34.8858;       2.3780
4410.00;      34.8858;       2.3782
4412.00;      34.8859;       2.3789
4414.00;      34.8856;       2.3791
4416.00;      34.8858;       2.3788
4418.00;      34.8859;       2.3790
4420.00;      34.8859;       2.3794
4422.00;      34.8857;       2.3795
4424.00;      34.8858;       2.3800
4426.00;      34.8859;       2.3803
4428.00;      34.8858;       2.3803
4430.00;      34.8858;       2.3805
4432.00;      34.8858;       2.3807
4434.00;      34.8857;       2.3811
4436.00;      34.8857;       2.3816
4438.00;      34.8858;       2.3814
4440.00;      34.8858;       2.3817
4442.00;      34.8858;       2.3819
4444.00;      34.8858;       2.3823
4446.00;      34.8858;       2.3826
4448.00;      34.8858;       2.3829
4450.00;      34.8857;       2.3830
4452.00;      34.8858;       2.3831
4454.00;      34.8858;       2.3836
4456.00;      34.8858;       2.3836
4458.00;      34.8858;       2.3840
4460.00;      34.8858;       2.3846
4462.00;      34.8857;       2.3843
4464.00;      34.8858;       2.3847
4466.00;      34.8857;       2.3851
4468.00;      34.8857;       2.3850
4470.00;      34.8857;       2.3855
4472.00;      34.8857;       2.3855
4474.00;      34.8858;       2.3857
4476.00;      34.8856;       2.3860
4478.00;      34.8858;       2.3863
4480.00;      34.8858;       2.3871
4482.00;      34.8856;       2.3871
4484.00;      34.8856;       2.3871
4486.00;      34.8857;       2.3873
4488.00;      34.8858;       2.3877
4490.00;      34.8856;       2.3879
4492.00;      34.8857;       2.3881
4494.00;      34.8857;       2.3887
4496.00;      34.8857;       2.3886
4498.00;      34.8856;       2.3888
4500.00;      34.8857;       2.3893
4502.00;      34.8856;       2.3894
4504.00;      34.8856;       2.3899
4506.00;      34.8857;       2.3897
4508.00;      34.8857;       2.3901
4510.00;      34.8857;       2.3903
4512.00;      34.8856;       2.3904
4514.00;      34.8855;       2.3910
